condition,clockArm,seed,N,clockImpaired,selectorHash,traceHash,kernelStateHash,nativeScheduleHash,scheduleHash,logicalHash,selectorAdmissible,physicalChangeCount,senderChangeCount,nonincidentSenderChangeCount,affectedCount,changedSlotCount,candidateProper,actualSubsetUnion,barrierClosed,motionAuthorized,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,dataStateSlotExact,kernelControlAttempts,physicalControlAttempts,kernelControlBytes,physicalControlBytes,kernelControlAirtime,physicalControlAirtime,kernelRecipientAttempts,physicalRecipientAttempts,kernelRecipientSuccess,physicalRecipientSuccess,kernelRecipientErasure,physicalRecipientErasure,prepareMapped,quietMapped,claimMapped,proofMapped,responseMapped,commitMapped,revokeMapped,kernelPrepareAttempts,kernelQuietAttempts,kernelClaimAttempts,kernelProofAttempts,kernelResponseAttempts,kernelCommitAttempts,kernelRevokeAttempts,piggybackRevoke,maxControlPacketBytes,nativeDataAttempts,physicalDataAttempts,dataRecipientAttempts,dataRecipientSuccess,dataRecipientCollision,dataRecipientPartitionExact,kernelCollisionFrames,physicalCollisionAttempts,physicalCollisionFrames,clockTimingConflictFree,clockEquationResidual,clockMinIntergroupGap,clockMaxIntragroupSkew,nativeControlAttempts,physicalFrameDuration,horizonSec,attemptBoundRatio,byteBoundRatio,futureRandomReads,receiverTruthReads
iid20,affine-clock,16092016,20,1,6228252,90675326338,144409185,1591882219,4741815434,2591950319,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,16,16,726,726,0.023232,0.023232,304,304,249,249,55,55,2,3,6,0,3,2,0,2,3,6,0,3,2,0,1,72,1185,1185,55,55,0,1,0,0,0,1,2.77555756156289e-17,0.00166321392868696,0.00169448234662894,16,0.364299076283051,21.9579445769831,0.2,0.202566964285714,0,0
prepare-blackout,zero-clock,16092016,20,0,6228252,9609148502,142539854,1440025856,4085238175,2420184023,1,1,1,1,3,1,1,1,0,0,0,0,0,2,1,0,1,16,16,544,544,0.017408,0.017408,304,304,296,296,8,8,8,8,0,0,0,0,0,8,8,0,0,0,0,0,1,44,1088,1088,60,60,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600464019,0,16,0.364299076283051,21.9579445769831,0.2,0.151785714285714,0,0
prepare-blackout,affine-clock,16092016,20,1,6228252,9609148502,142539854,1440025856,4108389640,2420184023,1,1,1,1,3,1,1,1,0,0,0,0,0,2,1,0,1,16,16,544,544,0.017408,0.017408,304,304,296,296,8,8,8,8,0,0,0,0,0,8,8,0,0,0,0,0,1,44,1088,1088,60,60,0,1,0,0,0,1,2.77555756156289e-17,0.00269960671509839,0.00169448234662894,16,0.364299076283051,21.9579445769831,0.2,0.151785714285714,0,0
quiescent-blackout,zero-clock,16092016,20,0,6228252,9609008102,143010549,1401052718,3903045909,2242752255,1,1,1,1,3,1,1,1,0,0,0,0,0,3,1,0,1,24,24,736,736,0.023552,0.023552,456,456,448,448,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,44,1032,1032,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600464019,0,24,0.364299076283051,21.9579445769831,0.3,0.205357142857143,0,0
quiescent-blackout,affine-clock,16092016,20,1,6228252,9609008102,143010549,1401052718,3947350585,2242752255,1,1,1,1,3,1,1,1,0,0,0,0,0,3,1,0,1,24,24,736,736,0.023552,0.023552,456,456,448,448,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,44,1032,1032,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00269960671509839,0.00169448234662894,24,0.364299076283051,21.9579445769831,0.3,0.205357142857143,0,0
response-blackout,zero-clock,16092016,20,0,6228252,9057249019,144282667,1400729166,4045113863,2250510146,1,1,1,1,3,1,1,1,1,1,0,0,0,3,0,0,1,53,53,2772,2772,0.088704,0.088704,1007,1007,1007,1007,0,0,1,2,30,0,20,0,0,1,2,30,0,20,0,0,1,72,1032,1032,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600464019,0,53,0.364299076283051,21.9579445769831,0.6625,0.7734375,0,0
response-blackout,affine-clock,16092016,20,1,6228252,9057249019,144282667,1400729166,4085393616,2250510146,1,1,1,1,3,1,1,1,1,1,0,0,0,3,0,0,1,53,53,2772,2772,0.088704,0.088704,1007,1007,1007,1007,0,0,1,2,30,0,20,0,0,1,2,30,0,20,0,0,1,72,1032,1032,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00269960671509839,0.00169448234662894,53,0.364299076283051,21.9579445769831,0.6625,0.7734375,0,0
commit-blackout,zero-clock,16092016,20,0,6228252,9608932892,144240676,1436312371,4211983506,2410395400,1,1,1,1,3,1,1,1,1,1,1,0,1,2,0,1,1,14,14,528,528,0.016896,0.016896,266,266,254,254,12,12,1,2,3,0,2,6,0,1,2,3,0,2,6,0,1,72,1085,1085,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600463913,0,14,0.364299076283051,21.9579445769831,0.175,0.147321428571429,0,0
commit-blackout,affine-clock,16092016,20,1,6228252,9608932892,144240676,1436312371,4252218848,2410395400,1,1,1,1,3,1,1,1,1,1,1,0,1,2,0,1,1,14,14,528,528,0.016896,0.016896,266,266,254,254,12,12,1,2,3,0,2,6,0,1,2,3,0,2,6,0,1,72,1085,1085,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00166321392868696,0.00169448234662894,14,0.364299076283051,21.9579445769831,0.175,0.147321428571429,0,0
incomplete-union,zero-clock,16092016,20,0,6228252,9609890072,144389054,1605067051,4730795142,2603935695,1,1,1,1,3,1,1,0,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,171,171,171,171,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,1191,1191,57,4,53,1,53,53,53,1,2.77555756156289e-17,0.00290011600463913,0,9,0.364299076283051,21.9579445769831,0.1125,0.108258928571429,0,0
incomplete-union,affine-clock,16092016,20,1,6228252,9609890072,144389054,1605067051,4746523614,2603935695,1,1,1,1,3,1,1,0,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,171,171,171,171,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,1191,1191,57,4,53,1,53,53,53,1,2.77555756156289e-17,0.00166321392868696,0.00169448234662894,9,0.364299076283051,21.9579445769831,0.1125,0.108258928571429,0,0
nominal-zero,zero-clock,16092017,20,0,6262216,9606031332,147771797,1597966703,4736237537,2597728153,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,228,228,228,228,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,1188,1188,57,57,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600463913,0,12,0.364299076283051,21.9579445769831,0.111111111111111,0.107351712614871,0,0
nominal-zero,affine-clock,16092017,20,1,6262216,9606031332,147771797,1597966703,4727619421,2597728153,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,228,228,228,228,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,1188,1188,57,57,0,1,0,0,0,1,2.77555756156289e-17,0.00148662089446105,0.00169749490780546,12,0.364299076283051,21.9579445769831,0.111111111111111,0.107351712614871,0,0
iid20,zero-clock,16092017,20,0,6262216,91088624882,148425209,1564822515,4662911088,2567417843,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,32,32,1770,1770,0.05664,0.05664,608,608,488,488,120,120,1,3,20,0,7,1,0,1,3,20,0,7,1,0,1,72,1172,1172,53,53,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600463913,0,32,0.364299076283051,21.9579445769831,0.296296296296296,0.369674185463659,0,0
iid20,affine-clock,16092017,20,1,6262216,91088624882,148425209,1564822515,4699665914,2567417843,1,2,2,2,4,2,1,1,1,1,1,1,4,0,0,0,1,32,32,1770,1770,0.05664,0.05664,608,608,488,488,120,120,1,3,20,0,7,1,0,1,3,20,0,7,1,0,1,72,1172,1172,53,53,0,1,0,0,0,1,2.77555756156289e-17,0.00148662089446105,0.00169749490780546,32,0.364299076283051,21.9579445769831,0.296296296296296,0.369674185463659,0,0
prepare-blackout,zero-clock,16092017,20,0,6262216,9605858202,146176831,1400874751,3900990714,2242812059,1,2,2,2,4,2,1,1,0,0,0,0,0,3,1,0,1,24,24,768,768,0.024576,0.024576,456,456,448,448,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,48,1032,1032,60,60,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600464019,0,24,0.364299076283051,21.9579445769831,0.222222222222222,0.160401002506266,0,0
prepare-blackout,affine-clock,16092017,20,1,6262216,9605858202,146176831,1400874751,3942469131,2242812059,1,2,2,2,4,2,1,1,0,0,0,0,0,3,1,0,1,24,24,768,768,0.024576,0.024576,456,456,448,448,8,8,8,16,0,0,0,0,0,8,16,0,0,0,0,0,1,48,1032,1032,60,60,0,1,0,0,0,1,2.77555756156289e-17,0.00292106259754071,0.00169749490780546,24,0.364299076283051,21.9579445769831,0.222222222222222,0.160401002506266,0,0
quiescent-blackout,zero-clock,16092017,20,0,6262216,9605717802,146659526,1337123840,3688037745,2149584949,1,2,2,2,4,2,1,1,0,0,0,0,0,4,1,0,1,32,32,960,960,0.03072,0.03072,608,608,600,600,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,48,976,976,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600464019,0,32,0.364299076283051,21.9579445769831,0.296296296296296,0.200501253132832,0,0
quiescent-blackout,affine-clock,16092017,20,1,6262216,9605717802,146659526,1337123840,3718180420,2149584949,1,2,2,2,4,2,1,1,0,0,0,0,0,4,1,0,1,32,32,960,960,0.03072,0.03072,608,608,600,600,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,48,976,976,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00292106259754071,0.00117610823795999,32,0.364299076283051,21.9579445769831,0.296296296296296,0.200501253132832,0,0
response-blackout,zero-clock,16092017,20,0,6262216,9059033166,147842877,1336944763,3878440557,2153384028,1,2,2,2,4,2,1,1,1,1,0,0,0,4,0,0,1,74,74,3780,3780,0.12096,0.12096,1406,1406,1406,1406,0,0,1,3,40,0,30,0,0,1,3,40,0,30,0,0,1,72,976,976,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600464019,0,74,0.364299076283051,21.9579445769831,0.685185185185185,0.789473684210526,0,0
response-blackout,affine-clock,16092017,20,1,6262216,9059033166,147842877,1336944763,3895282357,2153384028,1,2,2,2,4,2,1,1,1,1,0,0,0,4,0,0,1,74,74,3780,3780,0.12096,0.12096,1406,1406,1406,1406,0,0,1,3,40,0,30,0,0,1,3,40,0,30,0,0,1,72,976,976,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00282222611559568,0.00117610823795999,74,0.364299076283051,21.9579445769831,0.685185185185185,0.789473684210526,0,0
commit-blackout,zero-clock,16092017,20,0,6262216,9605442822,148608877,1400507991,3987367688,2236151236,1,2,2,2,4,2,1,1,1,1,1,0,1,3,0,1,1,17,17,654,654,0.020928,0.020928,323,323,305,305,18,18,1,3,4,0,3,6,0,1,3,4,0,3,6,0,1,72,1029,1029,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600463913,0,17,0.364299076283051,21.9579445769831,0.157407407407407,0.136591478696742,0,0
commit-blackout,affine-clock,16092017,20,1,6262216,9605442822,148608877,1400507991,4031973692,2236151236,1,2,2,2,4,2,1,1,1,1,1,0,1,3,0,1,1,17,17,654,654,0.020928,0.020928,323,323,305,305,18,18,1,3,4,0,3,6,0,1,3,4,0,3,6,0,1,72,1029,1029,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00292106259754071,0.00117610823795999,17,0.364299076283051,21.9579445769831,0.157407407407407,0.136591478696742,0,0
incomplete-union,zero-clock,16092017,20,0,6262216,9606675372,147771797,1598274475,4736220097,2597603868,1,2,2,2,4,2,1,0,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,228,228,228,228,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,1188,1188,57,4,53,1,53,53,53,1,2.77555756156289e-17,0.00290011600463913,0,12,0.364299076283051,21.9579445769831,0.111111111111111,0.107351712614871,0,0
incomplete-union,affine-clock,16092017,20,1,6262216,9606675372,147771797,1598274475,4727611954,2597603868,1,2,2,2,4,2,1,0,1,1,1,1,4,0,0,0,1,12,12,514,514,0.016448,0.016448,228,228,228,228,0,0,1,3,4,0,3,1,0,1,3,4,0,3,1,0,1,72,1188,1188,57,4,53,1,53,53,53,1,2.77555756156289e-17,0.00148662089446105,0.00169749490780546,12,0.364299076283051,21.9579445769831,0.111111111111111,0.107351712614871,0,0
nominal-zero,zero-clock,16092018,20,0,6298796,9609616276,152256873,1592479546,4716868613,2591622617,1,3,3,3,5,3,1,1,1,1,1,1,5,0,0,0,1,15,15,640,640,0.02048,0.02048,285,285,285,285,0,0,1,4,5,0,4,1,0,1,4,5,0,4,1,0,1,72,1185,1185,57,57,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600463913,0,15,0.364299076283051,21.9579445769831,0.110294117647059,0.106809078771696,0,0
nominal-zero,affine-clock,16092018,20,1,6298796,9609616276,152256873,1592479546,4731015100,2591622617,1,3,3,3,5,3,1,1,1,1,1,1,5,0,0,0,1,15,15,640,640,0.02048,0.02048,285,285,285,285,0,0,1,4,5,0,4,1,0,1,4,5,0,4,1,0,1,72,1185,1185,57,57,0,1,0,0,0,1,2.77555756156289e-17,0.00143643504160806,0.00174182325755368,15,0.364299076283051,21.9579445769831,0.110294117647059,0.106809078771696,0,0
iid20,zero-clock,16092018,20,0,6298796,91120225737,151523758,1566049862,4661111210,2567271980,1,3,3,3,5,3,1,1,1,1,1,1,5,0,0,0,1,30,30,1512,1512,0.048384,0.048384,570,570,457,457,113,113,2,6,15,0,6,1,0,2,6,15,0,6,1,0,1,72,1172,1172,54,54,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600463913,0,30,0.364299076283051,21.9579445769831,0.220588235294118,0.252336448598131,0,0
iid20,affine-clock,16092018,20,1,6298796,91120225737,151523758,1566049862,4687554139,2567271980,1,3,3,3,5,3,1,1,1,1,1,1,5,0,0,0,1,30,30,1512,1512,0.048384,0.048384,570,570,457,457,113,113,2,6,15,0,6,1,0,2,6,15,0,6,1,0,1,72,1172,1172,54,54,0,1,0,0,0,1,2.77555756156289e-17,0.00143643504160806,0.00174182325755368,30,0.364299076283051,21.9579445769831,0.220588235294118,0.252336448598131,0,0
prepare-blackout,zero-clock,16092018,20,0,6298796,9609443146,148824995,1337625858,3692890439,2149366373,1,3,3,3,5,3,1,1,0,0,0,0,0,4,1,0,1,32,32,992,992,0.031744,0.031744,608,608,600,600,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,52,976,976,60,60,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600464019,0,32,0.364299076283051,21.9579445769831,0.235294117647059,0.165554072096128,0,0
prepare-blackout,affine-clock,16092018,20,1,6298796,9609443146,148824995,1337625858,3691391769,2149366373,1,3,3,3,5,3,1,1,0,0,0,0,0,4,1,0,1,32,32,992,992,0.031744,0.031744,608,608,600,600,8,8,8,24,0,0,0,0,0,8,24,0,0,0,0,0,1,52,976,976,60,60,0,1,0,0,0,1,2.77555756156289e-17,0.00250178397728851,0.00169701527975974,32,0.364299076283051,21.9579445769831,0.235294117647059,0.165554072096128,0,0
quiescent-blackout,zero-clock,16092018,20,0,6298796,9609302746,149319690,1212186535,3520527827,2033295288,1,3,3,3,5,3,1,1,0,0,0,0,0,5,1,0,1,40,40,1184,1184,0.037888,0.037888,760,760,752,752,8,8,8,32,0,0,0,0,0,8,32,0,0,0,0,0,1,52,920,920,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600464019,0,40,0.364299076283051,21.9579445769831,0.294117647058824,0.197596795727637,0,0
quiescent-blackout,affine-clock,16092018,20,1,6298796,9609302746,149319690,1212186535,3527074176,2033295288,1,3,3,3,5,3,1,1,0,0,0,0,0,5,1,0,1,40,40,1184,1184,0.037888,0.037888,760,760,752,752,8,8,8,32,0,0,0,0,0,8,32,0,0,0,0,0,1,52,920,920,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00250178397728851,0.00169701527975974,40,0.364299076283051,21.9579445769831,0.294117647058824,0.197596795727637,0,0
response-blackout,zero-clock,16092018,20,0,6298796,9046627855,150509914,1212344700,3745669582,2056334963,1,3,3,3,5,3,1,1,1,1,0,0,0,5,0,0,1,95,95,4788,4788,0.153216,0.153216,1805,1805,1805,1805,0,0,1,4,50,0,40,0,0,1,4,50,0,40,0,0,1,72,920,920,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600464019,0,95,0.364299076283051,21.9579445769831,0.698529411764706,0.799065420560748,0,0
response-blackout,affine-clock,16092018,20,1,6298796,9046627855,150509914,1212344700,3739983233,2056334963,1,3,3,3,5,3,1,1,1,1,0,0,0,5,0,0,1,95,95,4788,4788,0.153216,0.153216,1805,1805,1805,1805,0,0,1,4,50,0,40,0,0,1,4,50,0,40,0,0,1,72,920,920,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00250178397728851,0.00169701527975974,95,0.364299076283051,21.9579445769831,0.698529411764706,0.799065420560748,0,0
commit-blackout,zero-clock,16092018,20,0,6298796,9608824396,151979085,1330485260,3743993445,2148092466,1,3,3,3,5,3,1,1,1,1,1,0,1,4,0,1,1,20,20,780,780,0.02496,0.02496,380,380,356,356,24,24,1,4,5,0,4,6,0,1,4,5,0,4,6,0,1,72,973,973,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600463913,0,20,0.364299076283051,21.9579445769831,0.147058823529412,0.130173564753004,0,0
commit-blackout,affine-clock,16092018,20,1,6298796,9608824396,151979085,1330485260,3753535265,2148092466,1,3,3,3,5,3,1,1,1,1,1,0,1,4,0,1,1,20,20,780,780,0.02496,0.02496,380,380,356,356,24,24,1,4,5,0,4,6,0,1,4,5,0,4,6,0,1,72,973,973,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00228869464907788,0.00169701527975974,20,0.364299076283051,21.9579445769831,0.147058823529412,0.130173564753004,0,0
incomplete-union,zero-clock,16092018,20,0,6298796,9610335916,152256873,1591745747,4717551316,2591491972,1,3,3,3,5,3,1,0,1,1,1,1,5,0,0,0,1,15,15,640,640,0.02048,0.02048,285,285,285,285,0,0,1,4,5,0,4,1,0,1,4,5,0,4,1,0,1,72,1185,1185,57,4,53,1,53,53,53,1,2.77555756156289e-17,0.00290011600463913,0,15,0.364299076283051,21.9579445769831,0.110294117647059,0.106809078771696,0,0
incomplete-union,affine-clock,16092018,20,1,6298796,9610335916,152256873,1591745747,4731697803,2591491972,1,3,3,3,5,3,1,0,1,1,1,1,5,0,0,0,1,15,15,640,640,0.02048,0.02048,285,285,285,285,0,0,1,4,5,0,4,1,0,1,4,5,0,4,1,0,1,72,1185,1185,57,4,53,1,53,53,53,1,2.77555756156289e-17,0.00143643504160806,0.00174182325755368,15,0.364299076283051,21.9579445769831,0.110294117647059,0.106809078771696,0,0
nominal-zero,zero-clock,16092019,20,0,6337999,9617213488,155747136,1585207513,4705397201,2585733787,1,4,4,4,6,4,1,1,1,1,1,1,6,0,0,0,1,18,18,766,766,0.024512,0.024512,342,342,342,342,0,0,1,5,6,0,5,1,0,1,5,6,0,5,1,0,1,72,1182,1182,57,57,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600463913,0,18,0.364299076283051,21.9579445769831,0.109756097560976,0.10644802668149,0,0
nominal-zero,affine-clock,16092019,20,1,6337999,9617213488,155747136,1585207513,4720872992,2585733787,1,4,4,4,6,4,1,1,1,1,1,1,6,0,0,0,1,18,18,766,766,0.024512,0.024512,342,342,342,342,0,0,1,5,6,0,5,1,0,1,5,6,0,5,1,0,1,72,1182,1182,57,57,0,1,0,0,0,1,2.77555756156289e-17,0.00195376432332495,0.00165849061434287,18,0.364299076283051,21.9579445769831,0.109756097560976,0.10644802668149,0,0
iid20,zero-clock,16092019,20,0,6337999,90967417323,155940553,1555294612,4653841598,2558758322,1,4,4,4,6,4,1,1,1,1,1,1,6,0,0,0,1,32,32,1460,1460,0.04672,0.04672,608,608,473,473,135,135,3,9,12,0,6,2,0,3,9,12,0,6,2,0,1,72,1167,1167,55,55,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600463913,0,32,0.364299076283051,21.9579445769831,0.195121951219512,0.202890494719288,0,0
iid20,affine-clock,16092019,20,1,6337999,90967417323,155940553,1555294612,4667543877,2558758322,1,4,4,4,6,4,1,1,1,1,1,1,6,0,0,0,1,32,32,1460,1460,0.04672,0.04672,608,608,473,473,135,135,3,9,12,0,6,2,0,3,9,12,0,6,2,0,1,72,1167,1167,55,55,0,1,0,0,0,1,2.77555756156289e-17,0.00195376432332495,0.00165849061434287,32,0.364299076283051,21.9579445769831,0.195121951219512,0.202890494719288,0,0
prepare-blackout,zero-clock,16092019,20,0,6337999,9617040358,152581492,1212467812,3523294415,2033339844,1,4,4,4,6,4,1,1,0,0,0,0,0,5,1,0,1,40,40,1216,1216,0.038912,0.038912,760,760,752,752,8,8,8,32,0,0,0,0,0,8,32,0,0,0,0,0,1,56,920,920,60,60,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600464019,0,40,0.364299076283051,21.9579445769831,0.24390243902439,0.168982768204558,0,0
prepare-blackout,affine-clock,16092019,20,1,6337999,9617040358,152581492,1212467812,3535106133,2033339844,1,4,4,4,6,4,1,1,0,0,0,0,0,5,1,0,1,40,40,1216,1216,0.038912,0.038912,760,760,752,752,8,8,8,32,0,0,0,0,0,8,32,0,0,0,0,0,1,56,920,920,60,60,0,1,0,0,0,1,2.77555756156289e-17,0.00267968544210251,0.00165849061434287,40,0.364299076283051,21.9579445769831,0.24390243902439,0.168982768204558,0,0
quiescent-blackout,zero-clock,16092019,20,0,6337999,9616899958,153088187,1121403150,3334217393,1866452068,1,4,4,4,6,4,1,1,0,0,0,0,0,6,1,0,1,48,48,1408,1408,0.045056,0.045056,912,912,904,904,8,8,8,40,0,0,0,0,0,8,40,0,0,0,0,0,1,56,864,864,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600464019,0,48,0.364299076283051,21.9579445769831,0.292682926829268,0.195664257921067,0,0
quiescent-blackout,affine-clock,16092019,20,1,6337999,9616899958,153088187,1121403150,3357591835,1866452068,1,4,4,4,6,4,1,1,0,0,0,0,0,6,1,0,1,48,48,1408,1408,0.045056,0.045056,912,912,904,904,8,8,8,40,0,0,0,0,0,8,40,0,0,0,0,0,1,56,864,864,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00267968544210251,0.00165849061434287,48,0.364299076283051,21.9579445769831,0.292682926829268,0.195664257921067,0,0
response-blackout,zero-clock,16092019,20,0,6337999,9064380497,154380924,1122551433,3654438990,1883132482,1,4,4,4,6,4,1,1,1,1,0,0,0,6,0,0,1,116,116,5796,5796,0.185472,0.185472,2204,2204,2204,2204,0,0,1,5,60,0,50,0,0,1,5,60,0,50,0,0,1,72,864,864,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600464019,0,116,0.364299076283051,21.9579445769831,0.707317073170732,0.805447470817121,0,0
response-blackout,affine-clock,16092019,20,1,6337999,9064380497,154380924,1122551433,3700451362,1883132482,1,4,4,4,6,4,1,1,1,1,0,0,0,6,0,0,1,116,116,5796,5796,0.185472,0.185472,2204,2204,2204,2204,0,0,1,5,60,0,50,0,0,1,5,60,0,50,0,0,1,72,864,864,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00267968544210251,0.00165849061434287,116,0.364299076283051,21.9579445769831,0.707317073170732,0.805447470817121,0,0
commit-blackout,zero-clock,16092019,20,0,6337999,9616214638,155399873,1206406583,3550472727,2015911863,1,4,4,4,6,4,1,1,1,1,1,0,1,5,0,1,1,23,23,906,906,0.028992,0.028992,437,437,407,407,30,30,1,5,6,0,5,6,0,1,5,6,0,5,6,0,1,72,917,917,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600463913,0,23,0.364299076283051,21.9579445769831,0.140243902439024,0.125903279599778,0,0
commit-blackout,affine-clock,16092019,20,1,6337999,9616214638,155399873,1206406583,3589094950,2015911863,1,4,4,4,6,4,1,1,1,1,1,0,1,5,0,1,1,23,23,906,906,0.028992,0.028992,437,437,407,407,30,30,1,5,6,0,5,6,0,1,5,6,0,5,6,0,1,72,917,917,4,4,0,1,0,0,0,1,2.77555756156289e-17,0.00195376432332495,0.00165849061434287,23,0.364299076283051,21.9579445769831,0.140243902439024,0.125903279599778,0,0
incomplete-union,zero-clock,16092019,20,0,6337999,9618008728,155747136,1584772713,4705645528,2585596782,1,4,4,4,6,4,1,0,1,1,1,1,6,0,0,0,1,18,18,766,766,0.024512,0.024512,342,342,342,342,0,0,1,5,6,0,5,1,0,1,5,6,0,5,1,0,1,72,1182,1182,57,4,53,1,53,53,53,1,2.77555756156289e-17,0.00290011600463913,0,18,0.364299076283051,21.9579445769831,0.109756097560976,0.10644802668149,0,0
incomplete-union,affine-clock,16092019,20,1,6337999,9618008728,155747136,1584772713,4721121319,2585596782,1,4,4,4,6,4,1,0,1,1,1,1,6,0,0,0,1,18,18,766,766,0.024512,0.024512,342,342,342,342,0,0,1,5,6,0,5,1,0,1,5,6,0,5,1,0,1,72,1182,1182,57,4,53,1,53,53,53,1,2.77555756156289e-17,0.00195376432332495,0.00165849061434287,18,0.364299076283051,21.9579445769831,0.109756097560976,0.10644802668149,0,0
nominal-zero,zero-clock,16092020,20,0,6228252,9609321632,144389054,1605146277,4729786965,2604053620,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,171,171,171,171,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,1191,1191,57,57,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600463913,0,9,0.364299076283051,21.9579445769831,0.1125,0.108258928571429,0,0
nominal-zero,affine-clock,16092020,20,1,6228252,9609321632,144389054,1605146277,4740333791,2604053620,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,9,9,388,388,0.012416,0.012416,171,171,171,171,0,0,1,2,3,0,2,1,0,1,2,3,0,2,1,0,1,72,1191,1191,57,57,0,1,0,0,0,1,2.77555756156289e-17,0.00142884576291991,0.0017336919299531,9,0.364299076283051,21.9579445769831,0.1125,0.108258928571429,0,0
iid20,zero-clock,16092020,20,0,6228252,91175713822,144977728,1581432905,4676942554,2581681451,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,19,19,818,818,0.026176,0.026176,361,361,287,287,74,74,3,5,6,0,3,2,0,3,5,6,0,3,2,0,1,72,1180,1180,53,53,0,1,0,0,0,1,2.77555756156289e-17,0.00290011600463913,0,19,0.364299076283051,21.9579445769831,0.2375,0.228236607142857,0,0
iid20,affine-clock,16092020,20,1,6228252,91175713822,144977728,1581432905,4697061836,2581681451,1,1,1,1,3,1,1,1,1,1,1,1,3,0,0,0,1,19,19,818,818,0.026176,0.026176,361,361,287,287,74,74,3,5,6,0,3,2,0,3,5,6,0,3,2,0,1,72,1180,1180,53,53,0,1,0,0,0,1,2.77555756156289e-17,0.00142884576291991,0.0017336919299531,19,0.364299076283051,21.9579445769831,0.2375,0.228236607142857,0,0
