seed,N,conditionIndex,positionError,velocityError,BASE_REALIZATION_HASH,STATE_HASH_EXACT,MANAGEMENT_GRAPH_HASH,SELECTOR_HASH_EXACT,selectedHorizonSec,selectedIndex,selectedEdgeCount,selectedColorCount,selectedWitnessCovered,selectedPayloadFits,targetHorizonSelected,noLeaseIssued,infeasibleHorizonCount,actualSubsetViolations,sameColorConflictViolations,horizonMonotonicViolations,normalSelfRevocations,injectedViolationMisses,futureRandomReads,receiverTruthDecisionReads,condition,speedScale,accelerationScale,managementRadius,DATA_NEIGHBOR_GRAPH_HASH,dataNeighborEdges,selectedPhysicalEdges,hiddenSenderConflictEdges
16076051,5,2,0.02,0.02,30168245,12812268,2460,5316053,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2460,1,0,13
16076051,5,3,0.3,0.1,30168245,14525953,2460,5944296,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2460,1,1,16
16076051,10,1,0.02,0.02,66400805,12017300,40685,4361290,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36561,4,3,6
16076051,10,2,0.02,0.02,66400805,25613216,36561,4517669,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36561,4,3,74
16076051,10,3,0.3,0.1,66400805,25030004,36561,4566706,0.25,1,5,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36561,4,4,87
16076052,5,1,0.02,0.02,36779063,4218273,2730,5782613,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2460,1,1,0
16076052,5,2,0.02,0.02,36779063,12188336,2460,5928850,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2460,1,2,8
16076052,5,3,0.3,0.1,36779063,13902021,2460,4605236,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2460,1,2,14
16076052,10,1,0.02,0.02,72253241,12187869,40685,6027300,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36190,2,1,0
16076052,10,2,0.02,0.02,72253241,27371799,36190,5379007,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36190,2,1,52
16076052,10,3,0.3,0.1,72253241,26788587,36190,6073582,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36190,2,3,67
16076053,5,1,0.02,0.02,39084410,4634675,2730,6608636,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2494,2,1,0
16076053,5,2,0.02,0.02,39084410,12312627,2494,5438726,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2494,2,2,16
16076053,5,3,0.3,0.1,39084410,14026312,2494,4141381,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2494,2,0,26
16076053,10,1,0.02,0.02,66981911,12130939,40685,6369941,6.8,6,17,5,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,37356,13,11,12
16076053,10,2,0.02,0.02,66981911,26232632,37356,6992386,1,3,17,5,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,37356,13,12,83
16076053,10,3,0.3,0.1,66981911,25649420,37356,5382442,0.25,1,17,5,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,37356,13,13,96
16076054,5,1,0.02,0.02,32288522,4674348,2730,4652062,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2484,1,0,0
16076054,5,2,0.02,0.02,32288522,14065080,2484,6244879,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2484,1,0,14
16076054,5,3,0.3,0.1,32288522,15778765,2484,6500724,0.25,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2484,1,1,16
16076054,10,1,0.02,0.02,71892710,11466807,40685,6026365,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36605,4,3,9
16076054,10,2,0.02,0.02,71892710,25776723,36605,4958107,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36605,4,4,71
16076054,10,3,0.3,0.1,71892710,25193511,36605,4804342,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36605,4,0,84
16076055,5,1,0.02,0.02,38462750,4439928,2730,5593984,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076055,5,2,0.02,0.02,38462750,12728246,2450,4910162,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076055,5,3,0.3,0.1,38462750,14441931,2450,4580523,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076055,10,1,0.02,0.02,73745892,12027452,40685,4659917,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36565,5,5,0
16076055,10,2,0.02,0.02,73745892,26952263,36565,6324924,0.5,2,5,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36565,5,4,65
16076055,10,3,0.3,0.1,73745892,26369051,36565,6478136,0.25,1,5,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36565,5,5,83
16076056,5,1,0.02,0.02,32644849,4338429,2730,5578235,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2478,1,1,0
16076056,5,2,0.02,0.02,32644849,13052155,2478,6121372,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2478,1,0,14
16076056,5,3,0.3,0.1,32644849,14765840,2478,5956908,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2478,1,0,18
16076056,10,1,0.02,0.02,65912264,12088791,40685,4983033,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36517,4,3,6
16076056,10,2,0.02,0.02,65912264,28327000,36517,6778820,0.5,2,5,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36517,4,3,91
16076056,10,3,0.3,0.1,65912264,27743788,36517,5300493,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36517,4,0,125
16076057,5,1,0.02,0.02,35636838,5079542,2730,6136339,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2460,1,1,0
16076057,5,2,0.02,0.02,35636838,13010289,2460,5616929,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2460,1,1,12
16076057,5,3,0.3,0.1,35636838,14723974,2460,5255511,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2460,1,1,13
16076057,10,1,0.02,0.02,68908114,11789053,40685,5720287,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36348,3,3,7
16076057,10,2,0.02,0.02,68908114,25673455,36348,5210857,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36348,3,3,55
16076057,10,3,0.3,0.1,68908114,25090243,36348,7451428,0.25,1,5,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36348,3,3,68
16076058,5,1,0.02,0.02,37076701,4813549,2730,5578795,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2478,1,0,0
16076058,5,2,0.02,0.02,37076701,13835848,2478,4743457,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2478,1,1,8
16076058,5,3,0.3,0.1,37076701,15549533,2478,5433579,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2478,1,1,8
16076058,10,1,0.02,0.02,63956676,12371907,40685,5043343,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36337,3,1,0
16076058,10,2,0.02,0.02,63956676,27655141,36337,4713690,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36337,3,1,61
16076058,10,3,0.3,0.1,63956676,27071929,36337,5804762,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36337,3,5,79
16076059,5,1,0.02,0.02,28676271,4789857,2730,5802838,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2528,3,3,12
16076059,5,2,0.02,0.02,28676271,13167722,2528,5110917,0.5,2,5,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2528,3,3,20
16076059,5,3,0.3,0.1,28676271,14881407,2528,4970248,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2528,3,0,26
16076059,10,1,0.02,0.02,66412145,12039980,40685,5141577,6.8,6,7,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36411,5,3,12
16076059,10,2,0.02,0.02,66412145,26990151,36411,4688063,1,3,7,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36411,5,6,65
16076059,10,3,0.3,0.1,66412145,26406939,36411,5748857,0.5,2,7,4,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36411,5,7,88
16076060,5,1,0.02,0.02,34709261,4272961,2730,5844933,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076060,5,2,0.02,0.02,34709261,11894416,2450,6444926,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076060,5,3,0.3,0.1,34709261,13608101,2450,5115774,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076060,10,1,0.02,0.02,69248894,11422040,40685,6049473,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36256,2,2,0
16076060,10,2,0.02,0.02,69248894,25237605,36256,5044634,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36256,2,2,44
16076060,10,3,0.3,0.1,69248894,24654393,36256,4528957,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36256,2,0,54
16076061,5,1,0.02,0.02,35873695,4504683,2730,6517365,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076061,5,2,0.02,0.02,35873695,11633259,2450,5686004,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076061,5,3,0.3,0.1,35873695,13346944,2450,6403298,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076061,10,1,0.02,0.02,62704862,11965425,40685,7068115,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36300,2,2,0
16076061,10,2,0.02,0.02,62704862,27926449,36300,4172970,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36300,2,4,56
16076061,10,3,0.3,0.1,62704862,27343237,36300,4859311,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36300,2,4,69
16076062,5,1,0.02,0.02,37191744,5043635,2730,6655350,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2500,2,2,0
16076062,5,2,0.02,0.02,37191744,12812281,2500,5048780,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2500,2,2,13
16076062,5,3,0.3,0.1,37191744,14525966,2500,5670767,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2500,2,2,17
16076062,10,1,0.02,0.02,76604708,11453646,40685,5988304,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36315,3,1,6
16076062,10,2,0.02,0.02,76604708,25174442,36315,4949314,2,4,4,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36315,3,5,55
16076062,10,3,0.3,0.1,76604708,24591230,36315,4791969,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36315,3,6,68
16076063,5,1,0.02,0.02,38414625,4343678,2730,6058199,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2482,2,2,6
16076063,5,2,0.02,0.02,38414625,11447962,2482,4683074,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2482,2,3,15
16076063,5,3,0.3,0.1,38414625,13161647,2482,6421769,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2482,2,3,15
16076063,10,1,0.02,0.02,77982972,12113028,40685,5015023,6.8,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36418,4,0,0
16076063,10,2,0.02,0.02,77982972,28813009,36418,4517358,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36418,4,2,65
16076063,10,3,0.3,0.1,77982972,28229797,36418,5695148,0.25,1,5,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36418,4,4,77
16076064,5,1,0.02,0.02,35777156,4311605,2730,4901065,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2484,1,1,0
16076064,5,2,0.02,0.02,35777156,11605888,2484,6699784,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2484,1,3,8
16076064,5,3,0.3,0.1,35777156,13319573,2484,4249739,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2484,1,3,9
16076064,10,1,0.02,0.02,70409840,11646786,40685,6543322,6.8,6,11,5,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36984,8,7,18
16076064,10,2,0.02,0.02,70409840,25760137,36984,5902304,0.5,2,11,5,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36984,8,7,70
16076064,10,3,0.3,0.1,70409840,25176925,36984,4652833,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36984,8,0,85
16076065,5,1,0.02,0.02,31569294,4284465,2730,4870575,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2534,3,1,6
16076065,5,2,0.02,0.02,31569294,13609385,2534,4903671,2,4,4,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2534,3,4,18
16076065,5,3,0.3,0.1,31569294,15323070,2534,4632091,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2534,3,4,20
16076065,10,1,0.02,0.02,70846363,11471259,40685,5779100,6.8,6,6,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36506,4,3,9
16076065,10,2,0.02,0.02,70846363,26251908,36506,5327993,2,4,6,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36506,4,7,61
16076065,10,3,0.3,0.1,70846363,25668696,36506,4013925,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36506,4,6,73
16076066,5,1,0.02,0.02,36652340,5013400,2730,6005297,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2478,1,1,0
16076066,5,2,0.02,0.02,36652340,14909850,2478,5816424,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2478,1,1,11
16076066,5,3,0.3,0.1,36652340,16623535,2478,6470211,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2478,1,1,15
16076066,10,1,0.02,0.02,71138196,12054925,40685,5799433,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36381,3,1,0
16076066,10,2,0.02,0.02,71138196,26248532,36381,5534491,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36381,3,1,75
16076066,10,3,0.3,0.1,71138196,25665320,36381,5787011,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36381,3,0,96
16076067,5,1,0.02,0.02,37131611,4923369,2730,5459617,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2512,2,2,3
16076067,5,2,0.02,0.02,37131611,13106141,2512,5646070,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2512,2,3,18
16076067,5,3,0.3,0.1,37131611,14819826,2512,5298047,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2512,2,3,18
16076067,10,1,0.02,0.02,62578058,11711817,40685,5777423,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36359,3,3,0
16076067,10,2,0.02,0.02,62578058,26486649,36359,4737288,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36359,3,3,55
16076067,10,3,0.3,0.1,62578058,25903437,36359,5448016,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36359,3,3,75
16076068,5,1,0.02,0.02,35076138,5006715,2730,6544313,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2460,1,1,0
16076068,5,2,0.02,0.02,35076138,12145659,2460,6234711,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2460,1,1,10
16076068,5,3,0.3,0.1,35076138,13859344,2460,3826805,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2460,1,1,14
16076068,10,1,0.02,0.02,70175219,12226117,40685,6622817,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36223,2,2,0
16076068,10,2,0.02,0.02,70175219,26869001,36223,5816776,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36223,2,2,48
16076068,10,3,0.3,0.1,70175219,26285789,36223,4640263,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36223,2,0,65
16076069,5,1,0.02,0.02,37171336,5002819,2730,4872598,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076069,5,2,0.02,0.02,37171336,15272342,2450,6000505,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076069,5,3,0.3,0.1,37171336,16986027,2450,5664702,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076069,10,1,0.02,0.02,71434049,11598058,40685,4569601,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36124,2,2,0
16076069,10,2,0.02,0.02,71434049,26831105,36124,6100549,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36124,2,2,48
16076069,10,3,0.3,0.1,71434049,26247893,36124,4781519,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36124,2,0,65
16076070,5,1,0.02,0.02,33875929,4703443,2730,6135355,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2496,1,1,0
16076070,5,2,0.02,0.02,33875929,12826728,2496,4173598,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2496,1,1,10
16076070,5,3,0.3,0.1,33875929,14540413,2496,5899977,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2496,1,2,10
16076070,10,1,0.02,0.02,63474130,11406815,40685,5597177,6.8,6,5,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36374,4,3,6
16076070,10,2,0.02,0.02,63474130,29553898,36374,6394402,1,3,5,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36374,4,4,67
16076070,10,3,0.3,0.1,63474130,28970686,36374,6249759,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36374,4,0,87
16076071,5,1,0.02,0.02,38273328,4061084,2730,6680973,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2450,0,0,0
16076071,5,2,0.02,0.02,38273328,11800310,2450,5543433,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2450,0,10,0
16076071,5,3,0.3,0.1,38273328,13513995,2450,5199410,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2450,0,10,0
16076071,10,1,0.02,0.02,65247326,11807488,40685,7405873,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36539,4,4,0
16076071,10,2,0.02,0.02,65247326,27747330,36539,7692984,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36539,4,4,63
16076071,10,3,0.3,0.1,65247326,27164118,36539,6808565,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36539,4,0,89
16076072,5,1,0.02,0.02,31978032,5101941,2730,5284161,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2500,2,0,0
16076072,5,2,0.02,0.02,31978032,12834498,2500,4759935,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2500,2,4,14
16076072,5,3,0.3,0.1,31978032,14548183,2500,4472638,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2500,2,4,18
16076072,10,1,0.02,0.02,74492582,11423686,40685,5550090,6.8,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36418,4,3,0
16076072,10,2,0.02,0.02,74492582,27039846,36418,5585867,2,4,4,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36418,4,4,60
16076072,10,3,0.3,0.1,74492582,26456634,36418,5875751,1,3,4,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36418,4,4,70
16076073,5,1,0.02,0.02,34494340,4891692,2730,5942201,6.8,6,3,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2494,2,2,2
16076073,5,2,0.02,0.02,34494340,12821200,2494,5777331,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2494,2,2,14
16076073,5,3,0.3,0.1,34494340,14534885,2494,5504889,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2494,2,2,19
16076073,10,1,0.02,0.02,68870451,11713727,40685,5080223,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36234,2,2,0
16076073,10,2,0.02,0.02,68870451,25713128,36234,5912639,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36234,2,2,47
16076073,10,3,0.3,0.1,68870451,25129916,36234,5653078,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36234,2,0,60
16076074,5,1,0.02,0.02,33506620,5013398,2730,5231214,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2460,1,1,0
16076074,5,2,0.02,0.02,33506620,14717757,2460,5571712,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2460,1,1,9
16076074,5,3,0.3,0.1,33506620,16431442,2460,6296102,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2460,1,1,11
16076074,10,1,0.02,0.02,71478814,11687588,40685,4979218,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36315,3,3,0
16076074,10,2,0.02,0.02,71478814,26581108,36315,5502568,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36315,3,2,66
16076074,10,3,0.3,0.1,71478814,25997896,36315,5057250,0.25,1,3,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36315,3,3,89
16076075,5,1,0.02,0.02,32415588,4928480,2730,4275368,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2512,2,2,0
16076075,5,2,0.02,0.02,32415588,14780564,2512,6314857,2,4,2,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2512,2,2,14
16076075,5,3,0.3,0.1,32415588,16494249,2512,4918088,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2512,2,2,18
16076075,10,1,0.02,0.02,75163888,11717725,40685,7432466,6.8,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,36418,4,4,0
16076075,10,2,0.02,0.02,75163888,27657891,36418,5160725,0.5,2,4,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,36418,4,4,89
16076075,10,3,0.3,0.1,75163888,27074679,36418,4474545,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,36418,4,0,118
16076076,5,1,0.02,0.02,30008100,4307796,2730,5807184,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf,2484,1,1,0
16076076,5,2,0.02,0.02,30008100,11752130,2484,6100231,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5,2484,1,2,10
16076076,5,3,0.3,0.1,30008100,13465815,2484,4734481,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5,2484,1,2,13
